;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Gamma3;Gamma3 err;Break point 1 [MeV];Break point 1 err [MeV];Break point 2 [MeV];Break point 2 err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha;Beta
0;triple;0.0;1000.0;0.0;-1.9;0.0;-2.5;0.0;-4.0;0.0;0.6;0.0;1.2;0.0;;;10.0;10.0
