Plot_period;Averaging;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_proton_uncertainty;Bg_proton_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
;;17;0.13754342;0.0042134225;0.0043465793;2022-04-15 05:14:41.883898014;2022-04-15 06:14:41.883898014;2022-04-15 06:44:41.883898014;2022-04-15 07:44:41.883898014;2022-04-15 06:54:00;54.46852493286133;377.0898132324219;322.62127685546875;217.71290690104166;10.682157562383471;3.964186906814575;153.6291961669922;99.16067504882812;1.2184300422668457;217.97481120874775;0.6756368127152332;1.0
;;18;0.14656305;0.004673049;0.004826948;2022-04-15 05:07:06.795322519;2022-04-15 06:07:06.795322519;2022-04-15 06:37:06.795322519;2022-04-15 07:37:06.795322519;2022-04-15 06:40:00;45.216129302978516;339.12103271484375;293.9049072265625;195.79161783854167;9.22970513239705;4.931482315063477;90.4322738647461;45.21614456176758;0.7586897015571594;196.00904334408793;0.6669131359313794;1.0
;;19;0.15700583;0.0056158304;0.0058241636;2022-04-15 04:59:09.701836798;2022-04-15 05:59:09.701836798;2022-04-15 06:29:09.701836798;2022-04-15 07:29:09.701836798;2022-04-15 06:57:00;57.73825454711914;374.51837158203125;316.7801208496094;187.2591796875;9.49211019846151;4.444915771484375;65.25698852539062;7.518733978271484;-1.0;187.49960142159009;0.5918919435939135;1.0
;;20;0.16852538;0.0056953877;0.0058946162;2022-04-15 04:51:15.749344363;2022-04-15 05:51:15.749344363;2022-04-15 06:21:15.749344363;2022-04-15 07:21:15.749344363;2022-04-15 06:29:00;47.93404006958008;278.32672119140625;230.39268493652344;160.6919921875;8.609208442771038;3.426865339279175;61.09610366821289;13.162063598632812;-1.0;160.92244971786454;0.698470308474425;1.0
;;21;0.1810153;0.0065952986;0.0068446994;2022-04-15 04:43:33.896523326;2022-04-15 05:43:33.896523326;2022-04-15 06:13:33.896523326;2022-04-15 07:13:33.896523326;2022-04-15 06:59:00;65.33750915527344;320.0204772949219;254.68296813964844;160.01023763020834;9.333930428082654;4.0207319259643555;66.94305419921875;1.6055450439453125;-1.0;160.2822460652209;0.6293402626646574;1.0
;;22;0.19544199;0.007581994;0.007888004;2022-04-15 04:35:36.552592682;2022-04-15 05:35:36.552592682;2022-04-15 06:05:36.552592682;2022-04-15 07:05:36.552592682;2022-04-15 06:39:00;46.457698822021484;278.7461853027344;232.28848266601562;139.373095703125;7.345607094920513;4.307372570037842;62.35112380981445;15.893424987792969;-1.0;139.56653520620688;0.6008327817392292;1.0
;;23;0.21094732;0.0076173246;0.007902682;2022-04-15 04:27:59.151670778;2022-04-15 05:27:59.151670778;2022-04-15 05:57:59.151670778;2022-04-15 06:57:59.151670778;2022-04-15 06:25:00;39.26024627685547;277.13116455078125;237.87091064453125;138.565576171875;6.733076830293734;5.531086444854736;60.045082092285156;20.784835815429688;-1.0;138.72906409057308;0.5832115566997033;1.0
;;24;0.22744137;0.008591369;0.008928627;2022-04-15 04:20:44.890185747;2022-04-15 05:20:44.890185747;2022-04-15 05:50:44.890185747;2022-04-15 06:50:44.890185747;2022-04-15 05:57:00;39.841556549072266;183.8841094970703;144.0425567626953;106.16554361979166;6.379754873542448;2.9417881965637207;43.9278678894043;4.086311340332031;-1.0;106.35705864836793;0.7383724715716284;1.0
;;25;0.24548428;0.00911428;0.009465709;2022-04-15 04:13:40.920232050;2022-04-15 05:13:40.920232050;2022-04-15 05:43:40.920232050;2022-04-15 06:43:40.920232050;2022-04-15 06:39:00;32.857948303222656;231.9384307861328;199.08047485351562;115.9692138671875;5.635090988147296;4.237400531768799;46.38768768310547;13.529739379882812;-1.0;116.10604125289163;0.58321159490062;1.0
;;26;0.26449627;0.00954628;0.009903729;2022-04-15 04:07:01.995739856;2022-04-15 05:07:01.995739856;2022-04-15 05:37:01.995739856;2022-04-15 06:37:01.995739856;2022-04-15 06:33:00;36.479270935058594;328.3134460449219;291.83416748046875;134.03340657552084;5.767879326931283;6.704653263092041;48.33503341674805;11.855762481689453;-1.0;134.15745417295648;0.45970441134839046;1.0
;;27;0.28596622;0.011566222;0.012053788;2022-04-15 04:00:20.240337901;2022-04-15 05:00:20.240337901;2022-04-15 05:30:20.240337901;2022-04-15 06:30:20.240337901;2022-04-15 06:26:00;31.02776527404785;272.43890380859375;241.4111328125;111.22271321614583;4.845722342656701;6.3791351318359375;41.62261199951172;10.594846725463867;-1.0;111.32822175972785;0.4611561217692252;1.0
;;28;0.30958077;0.011560768;0.012009233;2022-04-15 03:53:47.564636742;2022-04-15 04:53:47.564636742;2022-04-15 05:23:47.564636742;2022-04-15 06:23:47.564636742;2022-04-15 06:15:00;32.52661895751953;226.9298858642578;194.40325927734375;101.4861328125;4.960262703681603;5.065675735473633;42.36024475097656;9.833625793457031;-1.0;101.60728005082079;0.5226624308076215;1.0
;;29;0.33518755;0.013597548;0.014172465;2022-04-15 03:47:29.583125440;2022-04-15 04:47:29.583125440;2022-04-15 05:17:29.583125440;2022-04-15 06:17:29.583125440;2022-04-15 06:16:00;21.37904167175293;194.3549346923828;172.97589111328125;86.91817220052083;3.721613780005944;5.630763053894043;33.04033660888672;11.661294937133789;-1.0;86.99781070697654;0.5029476081727597;1.0
;;30;0.36484194;0.015481949;0.016168058;2022-04-15 03:41:02.606275992;2022-04-15 04:41:02.606275992;2022-04-15 05:11:02.606275992;2022-04-15 06:11:02.606275992;2022-04-15 06:09:00;25.48030662536621;203.84243774414062;178.3621368408203;83.21832682291667;3.798379463967233;6.792126655578613;45.86455154418945;20.384244918823242;-1.0;83.30496747348299;0.4670552223077967;1.0
;;31;0.3960386;0.015028596;0.015621394;2022-04-15 03:35:03.384648076;2022-04-15 04:35:03.384648076;2022-04-15 05:05:03.384648076;2022-04-15 06:05:03.384648076;2022-04-15 06:02:00;28.613527297973633;210.22183227539062;181.60830688476562;85.82269694010417;4.0876466188209495;6.932467937469482;42.04436492919922;13.430837631225586;-1.0;85.91998699344248;0.47310604050705984;1.0
;;32;0.42906696;0.01740697;0.018143028;2022-04-15 03:29:26.625491084;2022-04-15 04:29:26.625491084;2022-04-15 04:59:26.625491084;2022-04-15 05:59:26.625491084;2022-04-15 05:58:00;19.131532669067383;241.66148376464844;222.5299530029297;85.44024251302083;3.1035447872624236;10.706207275390625;30.207685470581055;11.076152801513672;-1.0;85.4965907561837;0.3842026190292599;1.0
;;33;0.46569785;0.01848784;0.019252151;2022-04-15 03:23:55.883926686;2022-04-15 04:23:55.883926686;2022-04-15 04:53:55.883926686;2022-04-15 05:53:55.883926686;2022-04-15 05:53:00;11.38924789428711;142.3656005859375;130.97634887695312;63.66783447265625;2.324820530039266;7.153011798858643;24.2021541595459;12.812906265258789;0.6997513175010681;63.71026555379006;0.48642572571360365;1.0
;;34;0.50482285;0.019872844;0.020687163;2022-04-15 03:18:43.186248177;2022-04-15 04:18:43.186248177;2022-04-15 04:48:43.186248177;2022-04-15 05:48:43.186248177;2022-04-15 05:37:00;13.98558235168457;104.8918685913086;90.90628814697266;52.44593505859375;2.4723250604627394;4.787675857543945;19.66722869873047;5.681646347045898;-1.0;52.50417598034298;0.5775637422953284;1.0
;;35;0.54894257;0.023432553;0.024477422;2022-04-15 03:13:31.502138711;2022-04-15 04:13:31.502138711;2022-04-15 04:43:31.502138711;2022-04-15 05:43:31.502138711;2022-04-15 05:36:00;14.25100326538086;135.00949096679688;120.75848388671875;55.11739501953125;2.3118178816586568;6.87672758102417;18.751319885253906;4.500316619873047;-1.0;55.165856611286344;0.4568279994558096;1.0
;;36;0.59702414;0.023604155;0.02457583;2022-04-15 03:08:31.996793479;2022-04-15 04:08:31.996793479;2022-04-15 04:38:31.996793479;2022-04-15 05:38:31.996793479;2022-04-15 05:35:00;13.798215866088867;111.87743377685547;98.07921600341797;50.03310953776042;2.268412876827053;5.311381816864014;16.408689498901367;2.6104736328125;-1.0;50.08450605723577;0.5106536134576195;1.0
;;37;0.6485795;0.026979506;0.028150499;2022-04-15 03:03:48.624399678;2022-04-15 04:03:48.624399678;2022-04-15 04:33:48.624399678;2022-04-15 05:33:48.624399678;2022-04-15 05:24:00;9.463683128356934;78.32013702392578;68.85645294189453;39.16006673177083;1.7573617799939798;5.896848678588867;15.011361122131348;5.547677993774414;-1.0;39.19947891059942;0.5692927421585082;1.0
;;38;0.7077108;0.030980825;0.032399178;2022-04-15 02:59:02.553177707;2022-04-15 03:59:02.553177707;2022-04-15 04:29:02.553177707;2022-04-15 05:29:02.553177707;2022-04-15 05:24:00;7.309244155883789;101.20491790771484;93.89567565917969;41.31673583984375;1.4334607116910452;7.473535060882568;13.493989944458008;6.184745788574219;-1.0;41.34159491446104;0.4402928529373577;1.0
;;39;0.7712403;0.031130314;0.03243971;2022-04-15 02:54:32.658833460;2022-04-15 03:54:32.658833460;2022-04-15 04:24:32.658833460;2022-04-15 05:24:32.658833460;2022-04-15 05:24:00;9.091570854187012;68.18678283691406;59.095211029052734;34.09339192708333;1.6071778869046551;4.505241394042969;12.78502082824707;3.6934499740600586;-1.0;34.13125245070661;0.5775637628898017;1.0
;;40;0.83869237;0.035012364;0.036537647;2022-04-15 02:50:20.377167106;2022-04-15 03:50:20.377167106;2022-04-15 04:20:20.377167106;2022-04-15 05:20:20.377167106;2022-04-15 05:09:00;7.004129886627197;45.02655029296875;38.02241897583008;25.996091715494792;1.3236561396965496;4.0633544921875;8.50501537322998;1.5008854866027832;-1.0;26.02976853636185;0.6845900191912655;1.0
;;41;0.91183454;0.036604524;0.03813547;2022-04-15 02:46:19.114791074;2022-04-15 03:46:19.114791074;2022-04-15 04:16:19.114791074;2022-04-15 05:16:19.114791074;2022-04-15 05:12:00;5.967545986175537;85.93266296386719;79.96511840820312;35.08186442057292;1.1935092329331067;9.024550437927246;10.98028564453125;5.012739658355713;-1.0;35.1021605533414;0.43896840587608615;1.0
;;42;0.9911859;0.041215897;0.043004155;2022-04-15 02:42:28.208507510;2022-04-15 03:42:28.208507510;2022-04-15 04:12:28.208507510;2022-04-15 05:12:28.208507510;2022-04-15 04:56:00;4.53292179107666;25.902408599853516;21.369487762451172;18.31576944986979;0.9891645866046427;2.7238364219665527;5.612188339233398;1.0792665481567383;-1.0;18.342460497985986;0.8583481598569692;1.0
;;43;1.0807327;0.046542645;0.04863739;2022-04-15 02:38:38.834926298;2022-04-15 03:38:38.834926298;2022-04-15 04:08:38.834926298;2022-04-15 05:08:38.834926298;2022-04-15 05:08:00;2.995198965072632;67.39198303222656;64.39678192138672;27.51266072591146;0.7487997782958369;11.883523941040039;6.739197731018066;3.7439987659454346;0.6909024715423584;27.522848713879288;0.42739478422195376;1.0
;;44;1.176583;0.047213078;0.049186945;2022-04-15 02:35:02.957240369;2022-04-15 03:35:02.957240369;2022-04-15 04:05:02.957240369;2022-04-15 05:05:02.957240369;2022-04-15 05:01:00;2.815809965133667;45.05295944213867;42.23714828491211;22.526479085286457;0.7270389933018734;6.9352593421936035;9.010592460632324;6.194782257080078;1.0171713829040527;22.53820857294629;0.5336110388162109;1.0
;;45;1.2804648;0.05469477;0.057135224;2022-04-15 02:31:36.950067671;2022-04-15 03:31:36.950067671;2022-04-15 04:01:36.950067671;2022-04-15 05:01:36.950067671;2022-04-15 04:54:00;1.7662068605422974;48.16927719116211;46.40306854248047;21.54195556640625;0.5325313818361704;11.1636323928833;7.385955810546875;5.619749069213867;1.3519970178604126;21.548536824983305;0.46437741084420603;1.0
;;46;1.3994213;0.06182134;0.06467867;2022-04-15 02:28:09.845999316;2022-04-15 03:28:09.845999316;2022-04-15 03:58:09.845999316;2022-04-15 04:58:09.845999316;2022-04-15 04:43:00;2.119567394256592;42.3913459777832;40.27177810668945;18.957987467447918;0.5472699430225834;8.784662246704102;7.913052082061768;5.793484687805176;1.2637585401535034;18.965884983476208;0.4709472954790101;1.0
;;47;1.5273871;0.06328714;0.06602287;2022-04-15 02:24:54.673617611;2022-04-15 03:24:54.673617611;2022-04-15 03:54:54.673617611;2022-04-15 04:54:54.673617611;2022-04-15 04:52:00;1.3985377550125122;50.34735870361328;48.948822021484375;20.5542236328125;0.442256479172703;15.521490097045898;6.29341983795166;4.8948822021484375;1.5521489381790161;20.55898100444276;0.4200097194457328;1.0
;;48;1.6637475;0.070337534;0.07344246;2022-04-15 02:21:52.024629477;2022-04-15 03:21:52.024629477;2022-04-15 03:51:52.024629477;2022-04-15 04:51:52.024629477;2022-04-15 04:51:00;0.7464123964309692;44.78474044799805;44.038326263427734;18.283292643229167;0.30472156730386246;19.502086639404297;5.224885940551758;4.478473663330078;1.9832628965377808;18.285831813498064;0.4152254039837067;1.0
;;49;1.8104118;0.0732218;0.07630813;2022-04-15 02:18:59.108560546;2022-04-15 03:18:59.108560546;2022-04-15 03:48:59.108560546;2022-04-15 04:48:59.108560546;2022-04-15 04:48:00;0.710391104221344;28.41564178466797;27.705249786376953;14.207821655273438;0.29001592433445983;12.89121150970459;4.143948078155518;3.4335570335388184;1.5976289510726929;14.210781309429276;0.5129273844849762;1.0
;;50;1.9684402;0.08172023;0.085259795;2022-04-15 02:16:14.891250191;2022-04-15 03:16:14.891250191;2022-04-15 03:46:14.891250191;2022-04-15 04:46:14.891250191;2022-04-15 04:46:00;0.8547407984733582;32.05278015136719;31.198040008544922;14.334439086914063;0.3021965119190723;12.50693416595459;5.342129707336426;4.487389087677002;1.7989425659179688;14.337624164005199;0.4595681062040508;1.0
;;51;2.148588;0.09488797;0.09927201;2022-04-15 02:13:30.278559704;2022-04-15 03:13:30.278559704;2022-04-15 03:43:30.278559704;2022-04-15 04:43:30.278559704;2022-04-15 04:40:00;0.8465469479560852;33.86187744140625;33.01533126831055;13.82405293782552;0.2821823057780423;12.1622953414917;3.48024845123291;2.6337015628814697;0.9702116250991821;13.826932649054765;0.41880338975506254;1.0
;;52;2.34077;0.09291005;0.09675002;2022-04-15 02:10:56.087308226;2022-04-15 03:10:56.087308226;2022-04-15 03:40:56.087308226;2022-04-15 04:40:56.087308226;2022-04-15 04:36:00;0.28129497170448303;28.129499435424805;27.848203659057617;12.57989501953125;0.16240573704142522;22.522092819213867;2.906714916229248;2.625419855117798;2.1232950687408447;12.580943300319381;0.4517685756089131;1.0
;;53;2.5464032;0.10888314;0.11374688;2022-04-15 02:08:30.861481039;2022-04-15 03:08:30.861481039;2022-04-15 03:38:30.861481039;2022-04-15 04:38:30.861481039;2022-04-15 04:33:00;0.7258819341659546;19.35685157775879;18.630970001220703;9.678426106770834;0.24196065341968667;9.519696235656738;2.580913543701172;1.8550316095352173;0.9478484988212585;9.681450142516178;0.5196428388796638;1.0
;;54;2.7874777;0.12732768;0.13342237;2022-04-15 02:06:01.540645009;2022-04-15 03:06:01.540645009;2022-04-15 03:36:01.540645009;2022-04-15 04:36:01.540645009;2022-04-15 04:29:00;0.4224599301815033;12.673797607421875;12.251338005065918;7.317220560709635;0.17246854023049923;9.585772514343262;1.6898398399353027;1.267379879951477;0.9916316866874695;7.319252839698945;0.5974247740673255;1.0
;;55;3.0440922;0.12319207;0.12838793;2022-04-15 02:03:42.538473798;2022-04-15 03:03:42.538473798;2022-04-15 03:33:42.538473798;2022-04-15 04:33:42.538473798;2022-04-15 04:30:00;0.3520832359790802;12.674996376037598;12.32291316986084;7.317912292480469;0.1574564060271524;10.464587211608887;1.3379164934158325;0.9858332872390747;0.8371671438217163;7.319606057721668;0.5939834158390265;1.0
;;56;3.3135726;0.14109254;0.14736748;2022-04-15 02:01:34.343717986;2022-04-15 03:01:34.343717986;2022-04-15 03:31:34.343717986;2022-04-15 04:31:34.343717986;2022-04-15 04:12:00;0.24979716539382935;7.49391508102417;7.244117736816406;5.298998514811198;0.12489858839246962;7.685716152191162;0.8118407726287842;0.5620436072349548;0.5963055491447449;5.300470254359864;0.7316930020921053;1.0
;;57;3.6083505;0.14741063;0.15368938;2022-04-15 01:59:30.933559294;2022-04-15 02:59:30.933559294;2022-04-15 03:29:30.933559294;2022-04-15 04:29:30.933559294;2022-04-15 04:08:00;0.0;7.133066654205322;7.133066654205322;5.043840026855468;0.0;inf;0.951075553894043;0.951075553894043;inf;5.043840026855468;0.7071068127313596;1.0
;;58;3.9270558;0.16501594;0.17225409;2022-04-15 01:57:33.494546080;2022-04-15 02:57:33.494546080;2022-04-15 03:27:33.494546080;2022-04-15 04:27:33.494546080;2022-04-15 04:15:00;0.10766098648309708;9.689489364624023;9.581828117370605;5.594229125976563;0.07612781518023053;16.38858413696289;0.7536268830299377;0.6459658741950989;1.1048481464385986;5.594747086166506;0.5838914054431804;1.0
;;59;4.2864485;0.18713856;0.19568157;2022-04-15 01:55:37.141888602;2022-04-15 02:55:37.141888602;2022-04-15 03:25:37.141888602;2022-04-15 04:25:37.141888602;2022-04-15 04:14:00;0.0;5.643105983734131;5.643105983734131;3.990278625488281;0.0;inf;0.47025880217552185;0.47025880217552185;inf;3.990278625488281;0.7071068019969832;1.0
;;60;4.672104;0.18997383;0.19802618;2022-04-15 01:53:47.570624192;2022-04-15 02:53:47.570624192;2022-04-15 03:23:47.570624192;2022-04-15 04:23:47.570624192;2022-04-15 04:22:00;0.04741205647587776;5.689446926116943;5.642035007476807;4.023046620686849;0.047412058512369785;15.362834930419922;0.3792964518070221;0.33188438415527344;0.9036961197853088;4.023325989217411;0.7130983738820678;1.0
;;61;5.0875616;0.21743155;0.22713852;2022-04-15 01:52:03.799040898;2022-04-15 02:52:03.799040898;2022-04-15 03:22:03.799040898;2022-04-15 04:22:03.799040898;2022-04-15 03:56:00;0.04057295247912407;7.303132057189941;7.262558937072754;4.216465250651042;0.040572954813639324;23.108800888061523;0.6085942983627319;0.5680213570594788;1.8073922395706177;4.2166604528477345;0.5806025795292618;1.0
;;62;5.567431;0.25273085;0.26474905;2022-04-15 01:50:18.747793386;2022-04-15 02:50:18.747793386;2022-04-15 03:20:18.747793386;2022-04-15 04:20:18.747793386;2022-04-15 03:47:00;0.035199303179979324;2.1119582653045654;2.076758861541748;2.1119581858317056;0.035199303097195093;7.6168670654296875;0.4575909674167633;0.4223916530609131;1.5491933822631836;2.112251492990377;1.0170903960521829;1.0
;;63;5.9800406;0.14786053;0.15160942;2022-04-15 01:48:58.753823837;2022-04-15 02:48:58.753823837;2022-04-15 03:18:58.753823837;2022-04-15 04:18:58.753823837;2022-04-15 03:21:00;0.11976302415132523;3.592890739440918;3.473127603530884;3.59289067586263;0.08468524536547944;5.340099811553955;0.4790520966053009;0.3592890799045563;0.5524241328239441;3.593888562474251;1.0347700898811198;1.0
